,topic,username,repo_name,repo_desc,stars,repo_url,tags
10,Babel,angular-fullstack,generator-angular-fullstack,Yeoman generator for an Angular app with an Express server,6134,https://github.com/angular-fullstack/generator-angular-fullstack,"['javascript', 'sass', 'babel', 'angular', 'typescript', 'mongodb', 'yeoman', 'yeoman-generator', 'pug', 'sequelize', 'full-stack']"
11,Babel,documentationjs,documentation,📖 documentation for modern JavaScript,5752,https://github.com/documentationjs/documentation,"['javascript', 'documentation', 'babel', 'jsdoc', 'documentation-tool']"
12,Babel,fkling,astexplorer,A web tool to explore the ASTs generated by various parsers.,5752,https://github.com/fkling/astexplorer,"['javascript', 'parser', 'babel', 'postcss', 'ast', 'jscodeshift', 'ast-explorer']"
13,Babel,insin,nwb,"A toolkit for React, Preact, Inferno & vanilla JS apps, React libraries and other npm modules for the web, with no configuration (until you need it)",5564,https://github.com/insin/nwb,"['react', 'javascript', 'babel', 'webpack', 'preact', 'toolkit', 'react-component', 'karma', 'inferno', 'npm-module']"
14,Babel,thinkjs,thinkjs,"Use full ES2015+ features to develop Node.js applications, Support TypeScript.",5310,https://github.com/thinkjs/thinkjs,"['babel', 'typescript', 'es2015', 'koa2', 'esnext', 'thinkjs']"
15,Babel,egoist,poi,⚡A zero-config bundler for JavaScript applications.,5250,https://github.com/egoist/poi,"['react', 'babel', 'vuejs', 'typescript', 'webpack', 'vue', 'preact', 'postcss', 'bundle', 'svelte', 'build-tool']"
16,Babel,thx,gogocode,GoGoCode is a transformer for JavaScript/Typescript/HTML based on AST but providing a more intuitive API.,5001,https://github.com/thx/gogocode,"['babel', 'vue', 'ast', 'jscodeshift', 'recast']"
17,Babel,duxianwei520,react,React+webpack+redux+ant design+axios+less全家桶后台管理框架,4897,https://github.com/duxianwei520/react,"['react', 'redux', 'babel', 'webpack', 'es6', 'antd', 'es7', 'ant-design-pro']"
18,Babel,ast-grep,ast-grep,"⚡A CLI tool for code structural search, lint and rewriting. Written in Rust",4821,https://github.com/ast-grep/ast-grep,"['refactoring', 'search', 'rust', 'tree-sitter', 'babel', 'typescript', 'command-line', 'linter', 'static-analysis', 'ast', 'codemod', 'command-line-tool', 'grep', 'codereview', 'structural-search']"
19,Babel,transitive-bullshit,create-react-library,CLI for creating reusable react libraries.,4794,https://github.com/transitive-bullshit/create-react-library,"['react', 'cli', 'babel', 'library', 'component', 'preact', 'create-react-app', 'rollup']"
0,Bash,jlevy,the-art-of-command-line,"Master the command line, in one page",142525,https://github.com/jlevy/the-art-of-command-line,"['windows', 'macos', 'linux', 'bash', 'documentation', 'unix']"
1,Bash,nvm-sh,nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,72646,https://github.com/nvm-sh/nvm,"['nodejs', 'shell', 'bash', 'zsh', 'node', 'install', 'nvm', 'posix', 'lts', 'version-manager', 'node-js', 'posix-compliant', 'nvmrc']"
2,Bash,junegunn,fzf,🌸 A command-line fuzzy finder,56427,https://github.com/junegunn/fzf,"['vim', 'go', 'bash', 'zsh', 'tmux', 'cli', 'fish', 'unix', 'neovim', 'fzf']"
3,Bash,google,zx,A tool for writing better scripts,39295,https://github.com/google/zx,"['nodejs', 'javascript', 'shell', 'bash', 'cli']"
4,Bash,starship,starship,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!",38270,https://github.com/starship/starship,"['bash', 'rust', 'zsh', 'fish', 'oh-my-zsh', 'powershell', 'zsh-theme', 'shell-prompt', 'fish-theme', 'starship', 'zsh-prompt', 'fish-prompt']"
5,Bash,LeCoupa,awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",35681,https://github.com/LeCoupa/awesome-cheatsheets,"['nodejs', 'javascript', 'vim', 'bash', 'docker', 'language', 'programming-language', 'kubernetes', 'redis', 'php', 'vuejs', 'django', 'database', 'frontend', 'backend', 'xcode', 'cheatsheet', 'feathersjs', 'sailsjs', 'cheatsheets']"
6,Bash,dylanaraps,pure-bash-bible,📖 A collection of pure bash alternatives to external processes.,35340,https://github.com/dylanaraps/pure-bash-bible,"['shell', 'bash', 'learning', 'list', 'script', 'book', 'reference', 'guide', 'handbook', 'bible', 'how-to', 'shell-scripts']"
7,Bash,acmesh-official,acme.sh,A pure Unix shell script implementing ACME client protocol,34606,https://github.com/acmesh-official/acme.sh,"['shell', 'bash', 'letsencrypt', 'acme-client', 'acme', 'posix', 'certbot', 'acme-protocol', 'posix-sh', 'ash', 'zerossl', 'buypass']"
8,Bash,koalaman,shellcheck,"ShellCheck, a static analysis tool for shell scripts",34064,https://github.com/koalaman/shellcheck,"['shell', 'bash', 'haskell', 'linter', 'static-analysis', 'developer-tools']"
9,Bash,alebcay,awesome-shell,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php.",29628,https://github.com/alebcay/awesome-shell,"['shell', 'bash', 'zsh', 'cli', 'fish', 'list', 'awesome', 'awesome-list']"
10,Bash,mathiasbynens,dotfiles,"🔧 .files, including ~/.macos — sensible hacker defaults for macOS",29504,https://github.com/mathiasbynens/dotfiles,"['macos', 'dotfiles', 'bash']"
11,Bash,jaywcjlove,linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux,26604,https://github.com/jaywcjlove/linux-command,"['chrome-extension', 'search', 'linux', 'bash', 'ssh', 'screenshot', 'chrome', 'tools', 'command-line', 'gh-pages', 'screen', 'ls', 'linux-command', 'web-tools']"
12,Bash,withfig,autocomplete,IDE-style autocomplete for your existing terminal & shell,23657,https://github.com/withfig/autocomplete,"['macos', 'shell', 'bash', 'zsh', 'cli', 'fish', 'autocomplete', 'typescript', 'terminal', 'iterm2', 'hacktoberfest', 'fig']"
13,Bash,dylanaraps,neofetch,🖼️ A command-line system information tool written in bash 3.2+,19501,https://github.com/dylanaraps/neofetch,"['bash', 'commandline', 'screenshot', 'command-line', 'script', 'neofetch', 'distro']"
14,Bash,asdf-vm,asdf,"Extendable version manager with support for Ruby, Node.js, Elixir, Erlang & more",19347,https://github.com/asdf-vm/asdf,"['ruby', 'python', 'shell', 'bash', 'zsh', 'cli', 'fish', 'golang', 'node', 'erlang', 'elixir', 'powershell', 'version-manager', 'multiple-languages', 'elvish', 'asdf-vm', 'nushell']"
15,Bash,kingToolbox,WindTerm,A professional cross-platform SSH/Sftp/Shell/Telnet/Serial terminal.,18191,https://github.com/kingToolbox/WindTerm,"['windows', 'linux', 'shell', 'bash', 'console', 'ssh', 'client', 'mac', 'terminal', 'serial', 'powershell', 'telnet', 'x11', 'sftp', 'xterm', 'wsl', 'cmd', 'xmodem', 'ymodem', 'zmodem']"
16,Bash,Nyr,openvpn-install,"OpenVPN road warrior installer for Ubuntu, Debian, AlmaLinux, Rocky Linux, CentOS and Fedora",17923,https://github.com/Nyr/openvpn-install,"['shell', 'bash', 'openvpn', 'debian', 'ubuntu', 'fedora', 'centos', 'vpn', 'rockylinux', 'almalinux']"
17,Bash,warpdotdev,Warp,"Warp is a modern, Rust-based terminal with AI built in so you and your team can build great software, faster.",16575,https://github.com/warpdotdev/Warp,"['macos', 'linux', 'shell', 'bash', 'rust', 'zsh', 'terminal', 'wasm']"
18,Bash,charmbracelet,gum,A tool for glamorous shell scripts 🎀,15596,https://github.com/charmbracelet/gum,"['shell', 'bash']"
19,Bash,rbenv,rbenv,Manage your app's Ruby environment,15513,https://github.com/rbenv/rbenv,"['ruby', 'shell', 'bash', 'ruby-installation', 'ruby-versions']"
0,Bitcoin,bitcoin,bitcoin,Bitcoin Core integration/staging tree,72890,https://github.com/bitcoin/bitcoin,"['c-plus-plus', 'cryptography', 'bitcoin', 'p2p', 'cryptocurrency']"
1,Bitcoin,ccxt,ccxt,A JavaScript / TypeScript / Python / C# / PHP cryptocurrency trading API with support for more than 100 bitcoin/altcoin exchanges,29947,https://github.com/ccxt/ccxt,"['api', 'bot', 'library', 'crypto', 'bitcoin', 'trading', 'ethereum', 'cryptocurrency', 'exchange', 'e-commerce', 'market-data', 'strategy', 'btc', 'cryptocurrencies', 'trade', 'eth', 'arbitrage', 'altcoin', 'merchant', 'invest']"
2,Bitcoin,freqtrade,freqtrade,"Free, open source crypto trading bot",23868,https://github.com/freqtrade/freqtrade,"['python', 'bitcoin', 'telegram-bot', 'trading-bot', 'cryptocurrency', 'cryptocurrencies', 'trade', 'algorithmic-trading', 'freqtrade']"
3,Bitcoin,HelloZeroNet,ZeroNet,ZeroNet - Decentralized websites using Bitcoin crypto and BitTorrent network,18084,https://github.com/HelloZeroNet/ZeroNet,"['python', 'torrent', 'web', 'bittorrent', 'bitcoin', 'decentralized', 'realtime', 'p2p', 'tor', 'anticensorship', 'internet-freedom', 'anonymity']"
4,Bitcoin,solana-labs,solana,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",11027,https://github.com/solana-labs/solana,"['rust', 'bitcoin', 'blockchain', 'ledger', 'rustc', 'solana', 'performance-blockchain']"
5,Bitcoin,bbfamily,abu,阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构,10794,https://github.com/bbfamily/abu,"['machine-learning', 'bitcoin', 'trading', 'numpy', 'pandas', 'stock', 'quant', 'matplotlib', 'trade', 'algorithmic-trading', 'quantitative-trading']"
6,Bitcoin,askmike,gekko,A bitcoin trading bot written in node - https://gekko.wizb.it/,9980,https://github.com/askmike/gekko,"['bitcoin', 'trading-bot', 'exchange', 'trading-strategies', 'gekko']"
7,Bitcoin,dvf,blockchain,A simple Blockchain in Python,7565,https://github.com/dvf/blockchain,"['python', 'flask', 'bitcoin', 'blockchain', 'cryptocurrency']"
8,Bitcoin,lightningnetwork,lnd,Lightning Network Daemon ⚡️,7309,https://github.com/lightningnetwork/lnd,"['cryptography', 'lightning', 'bitcoin', 'protocol', 'peer-to-peer', 'blockchain', 'payments', 'cryptocurrency', 'micropayments', 'lightning-network']"
9,Bitcoin,lbryio,lbry-sdk,"The LBRY SDK for building decentralized, censorship resistant, monetized, digital content apps.",7229,https://github.com/lbryio/lbry-sdk,"['python', 'bittorrent', 'bitcoin', 'protocol', 'decentralized', 'blockchain', 'p2p', 'cryptocurrency', 'dht', 'kademlia', 'lbry']"
10,Bitcoin,spesmilo,electrum,Electrum Bitcoin Wallet,6797,https://github.com/spesmilo/electrum,"['python', 'lightning', 'bitcoin', 'electrum', 'bitcoin-wallet', 'lightning-network']"
11,Bitcoin,yeasy,blockchain_guide,"Introduce blockchain related technologies, from theory to practice with bitcoin, ethereum and hyperledger.",6638,https://github.com/yeasy/blockchain_guide,"['bitcoin', 'book', 'ethereum', 'blockchain', 'technology', 'fintech', 'hyperledger', 'distributed-system', 'distributed-ledger']"
12,Bitcoin,butor,blackbird,Blackbird Bitcoin Arbitrage: a long/short market-neutral strategy,5816,https://github.com/butor/blackbird,"['c-plus-plus', 'bitcoin', 'trading-bot', 'arbitrage', 'market-neutrality']"
13,Bitcoin,btcsuite,btcd,An alternative full node bitcoin implementation written in Go (golang),5630,https://github.com/btcsuite/btcd,"['bitcoin', 'hacktoberfest', 'btcd']"
14,Bitcoin,btcpayserver,btcpayserver,"Accept Bitcoin payments. Free, open-source & self-hosted, Bitcoin payment processor.",5584,https://github.com/btcpayserver/btcpayserver,"['bitcoin', 'selfhosted', 'crowdfunding', 'payment-gateway', 'lightning-network', 'point-of-sale', 'bitcoin-payment-gateway', 'bitcoin-payment-processor']"
15,Bitcoin,getumbrel,umbrel,"A beautiful home server OS for self-hosting with an app store. Buy a pre-built Umbrel Home with umbrelOS, or install on a Raspberry Pi 4, any Ubuntu/Debian system, or a VPS.",5311,https://github.com/getumbrel/umbrel,"['docker', 'raspberry-pi', 'lightning', 'bitcoin', 'raspberrypi', 'selfhosted', 'homeserver', 'self-hosted', 'self-hosting', 'personal-server', 'home-server']"
16,Bitcoin,bitcoinjs,bitcoinjs-lib,A javascript Bitcoin library for node.js and browsers.,5287,https://github.com/bitcoinjs/bitcoinjs-lib,"['nodejs', 'javascript', 'browserify', 'bitcoin', 'bitcoinjs', 'bitcoinjs-lib']"
17,Bitcoin,UFund-Me,Qbot,[🔥updating ...] AI 自动量化交易机器人 AI-powered Quantitative Investment Research Platform. 📃 online docs: https://ufund-me.github.io/Qbot ✨ :news: qbot-mini: https://github.com/Charmve/iQuant,5058,https://github.com/UFund-Me/Qbot,"['machine-learning', 'deep-learning', 'bitcoin', 'blockchain', 'fintech', 'quantitative-finance', 'trademarks', 'quantization', 'funds', 'strategies', 'quantitative-trading', 'pytrade', 'qlib', 'quant-trade', 'trade-bot', 'quant-trader']"
18,Bitcoin,jesse-ai,jesse,An advanced crypto trading bot written in Python,4980,https://github.com/jesse-ai/jesse,"['python', 'bot', 'framework', 'crypto', 'bitcoin', 'trading', 'trading-bot', 'algo-trading', 'cryptocurrency', 'trading-strategies', 'trading-algorithms', 'trade', 'algorithmic-trading', 'jesse', 'etherum', 'crypto-bot']"
19,Bitcoin,anders94,blockchain-demo,A web-based demonstration of blockchain concepts.,4952,https://github.com/anders94/blockchain-demo,"['bitcoin', 'blockchain', 'blockchain-technology']"
0,Bootstrap,twbs,bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",166318,https://github.com/twbs/bootstrap,"['javascript', 'css', 'html', 'sass', 'bootstrap', 'scss', 'css-framework']"
1,Bootstrap,ColorlibHQ,AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,43273,https://github.com/ColorlibHQ/AdminLTE,"['bootstrap', 'admin', 'admin-dashboard', 'admin-template', 'admin-panel']"
2,Bootstrap,tabler,tabler,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,36190,https://github.com/tabler/tabler,"['css', 'html', 'jekyll', 'sass', 'bootstrap', 'modular', 'html5', 'dashboard', 'sponsors', 'uikit', 'boilerplate-template', 'scss', 'admin-dashboard', 'themes', 'dashboards', 'ui-kit', 'adminpanel', 'dashboard-templates', 'bootstrap4-theme', 'bootstrap5']"
3,Bootstrap,mdbootstrap,mdb-ui-kit,Bootstrap 5 & Material Design UI KIT,23884,https://github.com/mdbootstrap/mdb-ui-kit,"['javascript', 'css', 'html', 'bootstrap', 'framework', 'material', 'material-design', 'uikit', 'bootstrap-material', 'bootstrap-theme', 'bootstrap-template', 'bootstrap-themes', 'bootstrap5']"
4,Bootstrap,react-bootstrap,react-bootstrap,Bootstrap components built with React,22083,https://github.com/react-bootstrap/react-bootstrap,"['react', 'javascript', 'bootstrap', 'typescript', 'react-components', 'hacktoberfest']"
5,Bootstrap,ColorlibHQ,gentelella,Free Bootstrap 4 Admin Dashboard Template,20896,https://github.com/ColorlibHQ/gentelella,"['html', 'bootstrap', 'dashboard', 'html-template', 'admin-dashboard', 'colorlib']"
6,Bootstrap,verekia,js-stack-from-scratch,🛠️⚡ Step-by-step tutorial to build a modern JavaScript stack.,20058,https://github.com/verekia/js-stack-from-scratch,"['react', 'redux', 'javascript', 'heroku', 'bootstrap', 'flow', 'tutorial', 'webpack', 'yarn', 'react-router', 'eslint', 'stack', 'jest', 'socket-io', 'nodemon', 'pm2', 'server-side-rendering', 'jss', 'immutablejs', 'sinon']"
7,Bootstrap,bootstrap-vue,bootstrap-vue,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and automated WAI-ARIA accessibility markup.,14432,https://github.com/bootstrap-vue/bootstrap-vue,"['bootstrap', 'components', 'vue', 'accessibility', 'icons', 'a11y', 'nuxt', 'accessible', 'wai-aria', 'component-library', 'nuxtjs', 'bootstrapvue']"
8,Bootstrap,thomaspark,bootswatch,Themes for Bootstrap,14343,https://github.com/thomaspark/bootswatch,"['css', 'theme', 'bootstrap', 'css-framework', 'bootswatch']"
9,Bootstrap,selectize,selectize.js,"Selectize is the hybrid of a textbox and <select> box. It's jQuery based, and it has autocomplete and native-feeling keyboard navigation; useful for tagging, contact lists, etc.",12985,https://github.com/selectize/selectize.js,"['javascript', 'css', 'bootstrap', 'jquery', 'jquery-plugin', 'select', 'input', 'tagging', 'hacktoberfest']"
10,Bootstrap,uxsolutions,bootstrap-datepicker,A datepicker for twitter bootstrap (@twbs),12618,https://github.com/uxsolutions/bootstrap-datepicker,"['javascript', 'bootstrap', 'bootstrap-datepicker']"
11,Bootstrap,coreui,coreui-free-bootstrap-admin-template,Free Bootstrap Admin & Dashboard Template,11713,https://github.com/coreui/coreui-free-bootstrap-admin-template,"['css', 'theme', 'bootstrap', 'template', 'admin', 'dashboard', 'scss', 'admin-dashboard', 'bootstrap4', 'angular-2', 'admin-ui', 'admin-theme', 'admin-template', 'bootstrap5', 'bootstrap5-template']"
12,Bootstrap,wenzhixin,bootstrap-table,"An extended table to integration with some of the most widely used CSS frameworks. (Supports Bootstrap, Semantic UI, Bulma, Material Design, Foundation, Vue.js)",11613,https://github.com/wenzhixin/bootstrap-table,"['css', 'radio', 'bootstrap', 'pagination', 'semantic', 'vue', 'material', 'material-design', 'checkbox', 'datatables', 'table', 'foundation', 'css-framework', 'bulma', 'semantic-ui', 'bootstrap-table', 'hacktoberfest', 'materialize', 'hacktoberfest2021']"
13,Bootstrap,Templarian,MaterialDesign,✒7000+ Material Design Icons from the Community,10808,https://github.com/Templarian/MaterialDesign,"['android', 'svg', 'bootstrap', 'material-design', 'icons', 'webfonts', 'donations', 'google-material']"
14,Bootstrap,reactstrap,reactstrap,Simple React Bootstrap 5 components,10553,https://github.com/reactstrap/reactstrap,"['react', 'javascript', 'bootstrap', 'components', 'ui', 'hacktoberfest', 'reactstrap']"
15,Bootstrap,snapappointments,bootstrap-select,"🚀 The jQuery plugin that brings select elements into the 21st century with intuitive multiselection, searching, and much more.",9809,https://github.com/snapappointments/bootstrap-select,"['javascript', 'bootstrap', 'jquery', 'select', 'ui', 'ux', 'dropdown']"
16,Bootstrap,mdbootstrap,material-design-for-bootstrap,Important! A new UI Kit version for Bootstrap 5 is available. Access the latest free version via the link below.,9393,https://github.com/mdbootstrap/material-design-for-bootstrap,"['javascript', 'css', 'bootstrap', 'design', 'framework', 'ui', 'material', 'material-design', 'frontend', 'uikit', 'bootstrap4', 'google-material', 'ui-kit', 'bootstrap-4', 'mdbootstrap', 'material-design-for-bootstrap']"
17,Bootstrap,ng-bootstrap,ng-bootstrap,Angular powered Bootstrap,8129,https://github.com/ng-bootstrap/ng-bootstrap,"['bootstrap', 'pagination', 'angular', 'alert', 'rating', 'timepicker', 'popover', 'progress-bar', 'modal', 'accordion', 'carousel', 'tooltip', 'typeahead', 'tabs', 'widgets', 'datepicker', 'buttons', 'dropdown', 'collapse', 'ng-bootstrap']"
18,Bootstrap,BlackrockDigital,startbootstrap,A library of free and open source Bootstrap themes and templates,7185,https://github.com/BlackrockDigital/startbootstrap,"['html', 'bootstrap', 'open-source', 'bootstrap4', 'free', 'bootstrap-4', 'bootstrap-theme', 'bootstrap-template']"
19,Bootstrap,twbs,icons,Official open source SVG icon library for Bootstrap.,7003,https://github.com/twbs/icons,"['svg', 'bootstrap', 'font', 'icons', 'sprite', 'woff2', 'woff']"
0,Bot,ccxt,ccxt,A JavaScript / TypeScript / Python / C# / PHP cryptocurrency trading API with support for more than 100 bitcoin/altcoin exchanges,29947,https://github.com/ccxt/ccxt,"['api', 'bot', 'library', 'crypto', 'bitcoin', 'trading', 'ethereum', 'cryptocurrency', 'exchange', 'e-commerce', 'market-data', 'strategy', 'btc', 'cryptocurrencies', 'trade', 'eth', 'arbitrage', 'altcoin', 'merchant', 'invest']"
1,Bot,StanGirard,quivr,"Your GenAI Second Brain 🧠 A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...) & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, that you can share with users ! Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation",26647,https://github.com/StanGirard/quivr,"['react', 'javascript', 'html', 'api', 'bot', 'docker', 'security', 'privacy', 'typescript', 'database', 'ai', 'frontend', 'rest-api', 'vector', 'chatbot', 'postgresql', 'openai', 'rag', 'llm', 'chatgpt']"
2,Bot,discordjs,discord.js,A powerful JavaScript library for interacting with the Discord API,24353,https://github.com/discordjs/discord.js,"['nodejs', 'bot', 'discord', 'discordjs', 'discord-bot', 'discord-api', 'discord-server', 'hacktoberfest', 'voice-support']"
3,Bot,python-telegram-bot,python-telegram-bot,We have made you a wrapper you can't refuse,23861,https://github.com/python-telegram-bot/python-telegram-bot,"['python', 'bot', 'framework', 'telegram', 'chatbot', 'hacktoberfest']"
4,Bot,wechaty,wechaty,Conversational RPA SDK for Chatbot Makers. Join our Discord: https://discord.gg/7q8NBZbQzt,17983,https://github.com/wechaty/wechaty,"['bot', 'framework', 'robotics', 'chatbot', 'whatsapp', 'wechat', 'qq', 'wechaty', 'conversational-ai']"
5,Bot,RasaHQ,rasa,"💬 Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",17387,https://github.com/RasaHQ/rasa,"['nlp', 'bot', 'machine-learning', 'natural-language-processing', 'bots', 'botkit', 'chatbot', 'bot-framework', 'nlu', 'spacy', 'mitie', 'chatbots', 'machine-learning-library', 'wit', 'rasa', 'conversational-agents', 'conversational-bots', 'chatbots-framework', 'conversational-ai', 'conversation-driven-development']"
6,Bot,hubotio,hubot,A customizable life embetterment robot.,16483,https://github.com/hubotio/hubot,"['hubot', 'chat', 'bot']"
7,Bot,InstaPy,InstaPy,📷 Instagram Bot - Tool for automated Instagram interactions,15979,https://github.com/InstaPy/InstaPy,"['python', 'bot', 'instagram', 'automation', 'script', 'selenium', 'clarifai']"
8,Bot,leon-ai,leon,🧠 Leon is your open-source personal assistant.,13989,https://github.com/leon-ai/leon,"['nodejs', 'python', 'bot', 'text-to-speech', 'automation', 'privacy', 'ai', 'offline', 'chatbot', 'artificial-intelligence', 'speech-synthesis', 'assistant', 'speech-recognition', 'personal-assistant', 'speech-to-text', 'leon', 'flite', 'voice-assistant', 'virtual-assistant', 'ai-assistant']"
9,Bot,Rapptz,discord.py,An API wrapper for Discord written in Python.,13868,https://github.com/Rapptz/discord.py,"['python', 'bot', 'discord', 'discord-bot', 'discord-api', 'discord-py', 'python-3']"
10,Bot,gunthercox,ChatterBot,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots",13743,https://github.com/gunthercox/ChatterBot,"['python', 'bot', 'language', 'machine-learning', 'chatbot', 'chatterbot', 'conversation']"
11,Bot,tgbot-collection,YYeTsBot,🎬 人人影视 机器人和网站，包含人人影视全部资源以及众多网友的网盘分享,13666,https://github.com/tgbot-collection/YYeTsBot,"['bot', 'movies', 'telegram-bot', 'tv-shows', 'yyets', 'zimuxia']"
12,Bot,pedroslopez,whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,12592,https://github.com/pedroslopez/whatsapp-web.js,"['api', 'bot', 'bot-api', 'whatsapp', 'whatsapp-web', 'hacktoberfest', 'whatsapp-bot', 'whatsapp-api', 'whatsapp-web-api']"
13,Bot,howdyai,botkit,"Botkit is an open source developer tool for building chat bots, apps and custom integrations for major messaging platforms.",11270,https://github.com/howdyai/botkit,"['slack', 'bot', 'facebook', 'bots', 'twilio', 'facebook-bot', 'botkit', 'chatbot', 'sms', 'facebook-messenger', 'microsoft-bot-framework', 'conversational-ui', 'cisco-spark', 'glitch', 'botkit-studio', 'bot-application', 'making-bots', 'microsoft-teams', 'workplacebyfacebook', 'web-bot']"
14,Bot,lss233,chatgpt-mirai-qq-bot,🚀 一键部署！真正的 AI 聊天机器人！支持ChatGPT、文心一言、讯飞星火、Bing、Bard、ChatGLM、POE，多账号，人设调教，虚拟女仆、图片渲染、语音发送 | 支持 QQ、Telegram、Discord、微信 等平台,10811,https://github.com/lss233/chatgpt-mirai-qq-bot,"['bot', 'telegram', 'discord', 'mirai', 'openai', 'wechat', 'qq', 'poe', 'sydney', 'qqbot', 'bard', 'ernie', 'go-cqhttp', 'chatgpt', 'mirai-qq', 'new-bing', 'chatglm-6b', 'xinghuo']"
15,Bot,Mrs4s,go-cqhttp,cqhttp的golang实现，轻量、原生跨平台.,9996,https://github.com/Mrs4s/go-cqhttp,"['bot', 'qqbot', 'coolq', 'qqrobot', 'coolq-http-api']"
16,Bot,sfyc23,EverydayWechat,微信助手：1.每日定时给好友（女友）发送定制消息。2.机器人自动回复好友。3.群助手功能（例如：查询垃圾分类、天气、日历、电影实时票房、快递物流、PM2.5等）,9737,https://github.com/sfyc23/EverydayWechat,"['python', 'chat', 'bot', 'ai', 'chatbot', 'python3', 'wechat', 'itchat', 'autoreply', 'tuling']"
17,Bot,yagop,node-telegram-bot-api,Telegram Bot API for NodeJS,7644,https://github.com/yagop/node-telegram-bot-api,"['nodejs', 'api', 'bot', 'telegram', 'chatbot', 'bot-framework']"
18,Bot,microsoft,ailab,"Experience, Learn and Code the latest breakthrough innovations with Microsoft AI",7566,https://github.com/microsoft/ailab,"['javascript', 'bot', 'iot', 'ocr', 'html5', 'translation', 'ai', 'computer-vision', 'csharp', 'algorithms', 'language-learning', 'dnn', 'azure-functions', 'image-classification', 'object-detection', 'luis', 'bing-search', 'custom-vision']"
19,Bot,telegraf,telegraf,Modern Telegram Bot Framework for Node.js,7295,https://github.com/telegraf/telegraf,"['bot', 'middleware', 'telegram', 'telegram-bot', 'bot-framework', 'bot-api', 'telegraf', 'telegram-bots', 'telegram-bot-api', 'hacktoberfest']"
0,C,Genymobile,scrcpy,Display and control your Android device,96172,https://github.com/Genymobile/scrcpy,"['android', 'c', 'ffmpeg', 'sdl2', 'screen', 'libav', 'recording', 'mirroring']"
1,C,neovim,neovim,Vim-fork focused on extensibility and usability,72234,https://github.com/neovim/neovim,"['c', 'vim', 'api', 'lua', 'neovim', 'nvim', 'text-editor']"
2,C,obsproject,obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,53188,https://github.com/obsproject/obs-studio,"['c', 'c-plus-plus', 'ffmpeg', 'live-streaming', 'video-recording', 'screen-capture', 'twitch-tv', 'directshow', 'facebook-live', 'youtube-live', 'game-capture']"
3,C,fffaraz,awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",52416,https://github.com/fffaraz/awesome-cpp,"['c', 'lists', 'c-plus-plus', 'list', 'awesome', 'cpp', 'libraries', 'resources', 'awesome-list', 'cppcon', 'cpp-library', 'programming-tutorial']"
4,C,git,git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,48366,https://github.com/git/git,"['c', 'shell', 'hacktoberfest']"
5,C,FFmpeg,FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git,40141,https://github.com/FFmpeg/FFmpeg,"['audio', 'c', 'streaming', 'video', 'rtsp', 'ffmpeg', 'mp4', 'hls', 'multimedia', 'rtmp', 'webm', 'mpeg', 'fft', 'hevc', 'matroska']"
6,C,serhii-londar,open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,38070,https://github.com/serhii-londar/open-source-mac-os-apps,"['javascript', 'ruby', 'python', 'c', 'macos', 'swift', 'open-source', 'mac', 'c-plus-plus', 'awesome', 'opensource', 'objective-c', 'apps', 'applications', 'macosx', 'awesome-list', 'hacktoberfest', 'macos-application']"
7,C,vim,vim,The official Vim repository,33816,https://github.com/vim/vim,"['c', 'vim', 'cross-platform', 'text-editor']"
